customerID,Churn,customer_gender,customer_SeniorCitizen,customer_Partner,customer_Dependents,customer_tenure,phone_PhoneService,phone_MultipleLines,internet_InternetService,internet_OnlineSecurity,internet_OnlineBackup,internet_DeviceProtection,internet_TechSupport,internet_StreamingTV,internet_StreamingMovies,account_Contract,account_PaperlessBilling,account_PaymentMethod,account_Charges.Monthly,account_Charges.Total,qtd_servicos_ativos,nivel_servico,partner_dependents
0643-OKLRP,True,Female,True,Yes,No,47,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Cheque eletrônico,80.35,3825.85,4,Serviços intermediários,Yes_No
0644-OQMDK,False,Male,True,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Cheque eletrônico,70.65,293.85,2,Serviços básicos,No_No
0650-BWOZN,False,Female,True,No,No,18,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Cheque eletrônico,73.55,1359.45,3,Serviços intermediários,No_No
0654-HMSHN,True,Male,False,Yes,Yes,21,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Cheque eletrônico,104.4,2157.95,7,Serviço completo,Yes_Yes
0654-PQKDW,False,Female,False,Yes,Yes,62,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,One year,Yes,Transferência bancária (automática),70.75,4263.45,6,Serviço completo,Yes_Yes
0655-RBDUG,True,Male,False,No,No,7,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Transferência bancária (automática),98.05,713.0,6,Serviço completo,No_No
0655-YDGFJ,False,Male,False,No,No,29,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Transferência bancária (automática),48.95,1323.7,3,Serviços intermediários,No_No
0657-DOGUM,False,Female,False,Yes,No,48,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,Yes,Transferência bancária (automática),60.6,2985.25,5,Serviços intermediários,Yes_No
0661-KBKPA,False,Male,False,Yes,Yes,53,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Cheque enviado,78.75,3942.45,7,Serviço completo,Yes_Yes
0661-KQHNK,False,Female,False,Yes,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Cartão de crédito (automático),19.0,105.5,1,Serviços básicos,Yes_Yes
0661-WCQNQ,False,Male,False,Yes,No,22,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,Yes,Cartão de crédito (automático),56.25,1292.2,4,Serviços intermediários,Yes_No
0661-XEYAN,True,Female,True,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Cheque enviado,25.8,25.8,2,Serviços básicos,No_No
0665-XHDJU,False,Male,False,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Cheque eletrônico,99.4,7285.7,6,Serviço completo,Yes_No
0666-UXTJO,False,Male,True,Yes,No,34,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Cartão de crédito (automático),85.2,2874.45,4,Serviços intermediários,Yes_No
0667-NSRGI,False,Female,False,Yes,No,48,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Cheque enviado,69.55,3435.6,6,Serviço completo,Yes_No
0668-OGMHD,False,Female,False,Yes,No,21,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Cheque eletrônico,28.5,629.35,3,Serviços intermediários,Yes_No
0670-ANMUU,False,Male,False,No,No,71,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Cartão de crédito (automático),97.65,6687.85,6,Serviço completo,No_No
0670-KDOMA,False,Female,False,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Cheque enviado,20.25,20.25,1,Serviços básicos,No_No
0673-IGUQO,False,Male,False,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Cheque enviado,20.45,20.45,1,Serviços básicos,No_No
0674-DGMAQ,False,Male,True,Yes,No,32,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Cheque eletrônico,93.5,2970.8,6,Serviço completo,Yes_No
0674-EYYZV,False,Female,False,No,No,1,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Cheque eletrônico,54.65,54.65,3,Serviços intermediários,No_No
0674-GCDXG,False,Male,False,No,No,63,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Transferência bancária (automática),71.9,4479.2,7,Serviço completo,No_No
0675-NCDYU,False,Female,False,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Cartão de crédito (automático),116.4,8543.25,9,Serviço completo,Yes_Yes
0678-RLHVP,False,Female,False,No,No,53,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,No,Cheque eletrônico,105.55,5682.25,7,Serviço completo,No_No
0679-IDSTG,True,Female,True,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Cheque eletrônico,69.25,69.25,2,Serviços básicos,Yes_Yes
0679-TDGAK,False,Male,False,Yes,Yes,50,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Cheque eletrônico,75.5,4025.6,6,Serviço completo,Yes_Yes
0680-DFNNY,True,Male,False,Yes,No,15,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Cheque eletrônico,101.1,1504.05,6,Serviço completo,Yes_No
0682-USIXD,False,Female,False,Yes,No,21,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Cheque eletrônico,86.05,1818.9,4,Serviços intermediários,Yes_No
0684-AOSIH,True,Male,False,Yes,No,1,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Cheque eletrônico,95.0,95.0,5,Serviços intermediários,Yes_No
0685-MLYYM,True,Female,True,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Cheque eletrônico,70.75,154.85,2,Serviços básicos,No_No
0687-ZVTHB,True,Male,False,Yes,Yes,65,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,One year,No,Cartão de crédito (automático),72.45,4653.85,7,Serviço completo,Yes_Yes
0689-DSXGL,False,Female,False,Yes,Yes,52,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Transferência bancária (automática),85.8,4433.3,5,Serviços intermediários,Yes_Yes
0689-NKYLF,True,Male,False,No,No,13,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Cheque eletrônico,83.2,1060.6,4,Serviços intermediários,No_No
0690-SRQID,False,Male,False,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Cheque enviado,19.65,67.55,1,Serviços básicos,No_No
0691-IFBQW,True,Female,True,No,No,46,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Cheque eletrônico,110.0,4874.8,8,Serviço completo,No_No
0691-JVSYA,True,Female,False,Yes,No,53,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Transferência bancária (automática),94.85,5000.2,5,Serviços intermediários,Yes_No
0691-NIKRI,False,Female,False,No,No,40,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Cartão de crédito (automático),105.95,4335.2,7,Serviço completo,No_No
0696-UKTOX,False,Male,False,No,Yes,23,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Cheque eletrônico,54.15,1312.45,4,Serviços intermediários,No_Yes
0697-ZMSWS,True,Male,False,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Cheque eletrônico,85.65,338.9,4,Serviços intermediários,No_No
0699-NDKJM,False,Female,False,Yes,No,57,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Transferência bancária (automática),58.75,3437.45,7,Serviço completo,Yes_No
0701-RFGFI,False,Female,False,Yes,Yes,49,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Transferência bancária (automática),95.4,4613.95,5,Serviços intermediários,Yes_Yes
0701-TJSEF,False,Male,False,No,No,9,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Transferência bancária (automática),68.25,576.95,6,Serviço completo,No_No
0702-PGIBZ,True,Male,False,No,Yes,4,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Cheque eletrônico,101.7,364.55,6,Serviço completo,No_Yes
0704-VCUMB,False,Female,False,Yes,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Cartão de crédito (automático),20.25,1278.8,1,Serviços básicos,Yes_No
0707-HOVVN,False,Female,True,No,No,70,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Transferência bancária (automática),75.5,5212.65,7,Serviço completo,No_No
0708-LGSMF,False,Male,False,Yes,No,13,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Cheque eletrônico,65.85,902.25,5,Serviços intermediários,Yes_No
0708-SJDIS,False,Female,False,No,No,34,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Cheque enviado,65.0,2157.5,5,Serviços intermediários,No_No
0709-TVGUR,True,Female,True,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Cheque eletrônico,74.55,622.9,3,Serviços intermediários,No_No
0716-BQNDX,False,Male,True,No,No,57,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,No,Cheque eletrônico,93.75,5625.55,6,Serviço completo,No_No
0719-SYFRB,True,Female,False,No,No,12,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Cheque enviado,61.65,713.75,6,Serviço completo,No_No
0722-SVSFK,False,Female,False,No,No,7,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Cheque eletrônico,100.4,715.0,6,Serviço completo,No_No
0722-TROQR,True,Female,True,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Cheque eletrônico,74.9,321.75,3,Serviços intermediários,No_No
0723-DRCLG,True,Female,True,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Cheque eletrônico,74.45,74.45,3,Serviços intermediários,Yes_No
0723-FDLAY,False,Male,False,No,No,44,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Transferência bancária (automática),85.25,3704.15,8,Serviço completo,No_No
0723-VSOBE,False,Female,True,No,No,45,No,No phone service,DSL,No,No,No,No,No,Yes,One year,No,Cheque eletrônico,34.2,1596.6,3,Serviços intermediários,No_No
0725-CXOTM,False,Female,False,No,No,36,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Cartão de crédito (automático),89.65,3348.1,8,Serviço completo,No_No
0727-BMPLR,True,Female,True,No,No,55,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Cheque eletrônico,100.0,5509.3,6,Serviço completo,No_No
0727-BNRLG,False,Male,False,No,No,69,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Cartão de crédito (automático),97.65,6743.55,7,Serviço completo,No_No
0727-IWKVK,True,Male,False,Yes,No,9,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Cheque eletrônico,79.9,741.7,4,Serviços intermediários,Yes_No
0730-BGQGF,False,Male,False,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Cartão de crédito (automático),90.3,6287.3,9,Serviço completo,Yes_Yes
0730-KOAVE,False,Male,False,No,No,30,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Cartão de crédito (automático),94.3,2679.7,6,Serviço completo,No_No
0731-EBJQB,False,Female,False,Yes,Yes,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Cheque eletrônico,20.4,1090.65,1,Serviços básicos,Yes_Yes
0732-OCQOC,False,Female,False,Yes,Yes,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Transferência bancária (automática),25.05,1270.25,2,Serviços básicos,Yes_Yes
0733-VUNUW,True,Male,False,No,No,24,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Transferência bancária (automática),55.65,1400.55,4,Serviços intermediários,No_No
0734-OXWBT,False,Male,False,No,Yes,3,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Cheque enviado,70.7,225.65,5,Serviços intermediários,No_Yes
0739-UUAJR,False,Female,False,Yes,Yes,72,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Cartão de crédito (automático),53.8,3952.45,6,Serviço completo,Yes_Yes
0742-LAFQK,False,Male,False,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Cheque eletrônico,99.15,7422.1,7,Serviço completo,Yes_No
0742-MOABM,True,Male,False,Yes,No,4,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Cheque enviado,50.05,179.35,3,Serviços intermediários,Yes_No
0742-NXBGR,True,Female,False,No,No,1,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Cheque eletrônico,82.3,82.3,4,Serviços intermediários,No_No
0743-HNPFG,False,Female,False,Yes,Yes,51,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,One year,Yes,Cartão de crédito (automático),69.75,3562.5,6,Serviço completo,Yes_Yes
0743-HRVFF,False,Female,False,Yes,Yes,51,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Cheque eletrônico,56.15,2898.95,6,Serviço completo,Yes_Yes
0744-BIKKF,False,Male,False,No,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Transferência bancária (automática),86.65,6224.8,9,Serviço completo,No_No
0744-GKNGE,False,Female,False,Yes,Yes,64,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Transferência bancária (automática),86.8,5327.25,5,Serviços intermediários,Yes_Yes
0746-JTRFU,True,Male,False,No,No,2,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Cheque eletrônico,25.05,56.35,2,Serviços básicos,No_No
0748-RDGGM,True,Male,False,Yes,No,70,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Transferência bancária (automática),109.5,7534.65,8,Serviço completo,Yes_No
0749-IRGQE,False,Female,True,Yes,No,13,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Cheque eletrônico,45.3,528.45,4,Serviços intermediários,Yes_No
0750-EBAIU,False,Male,False,No,No,52,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,One year,No,Cheque eletrônico,91.25,4738.3,5,Serviços intermediários,No_No
0750-EKNGL,False,Male,False,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Cheque enviado,20.75,141.1,1,Serviços básicos,No_No
0754-EEBDC,False,Male,False,Yes,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Cheque enviado,19.9,76.65,1,Serviços básicos,Yes_Yes
0754-UKWQP,True,Male,False,No,No,2,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Cheque eletrônico,95.85,197.7,5,Serviços intermediários,No_No
0756-MPZRL,False,Male,False,No,No,46,No,No phone service,DSL,No,No,Yes,Yes,No,No,One year,No,Cartão de crédito (automático),33.7,1537.85,4,Serviços intermediários,No_No
0757-WCUUZ,False,Male,False,Yes,Yes,54,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Two year,No,Cartão de crédito (automático),63.35,3409.1,5,Serviços intermediários,Yes_Yes
0761-AETCS,True,Female,False,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Cheque eletrônico,19.3,19.3,1,Serviços básicos,No_No
0769-MURVM,False,Female,False,Yes,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Transferência bancária (automática),65.7,4575.35,8,Serviço completo,Yes_Yes
0771-CHWSK,False,Male,False,No,No,66,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Cartão de crédito (automático),74.6,4798.4,7,Serviço completo,No_No
0771-WLCLA,False,Female,False,Yes,Yes,16,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Cheque eletrônico,112.95,1882.55,8,Serviço completo,Yes_Yes
0772-GYEQQ,True,Male,False,No,No,3,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Cheque enviado,88.35,262.05,5,Serviços intermediários,No_No
0774-IFUVM,False,Male,False,Yes,Yes,11,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Transferência bancária (automática),65.15,723.35,5,Serviços intermediários,Yes_Yes
0774-RMNUW,False,Female,False,Yes,Yes,71,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Transferência bancária (automática),59.7,4122.65,7,Serviço completo,Yes_Yes
0778-NELLA,True,Male,False,No,No,9,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Cartão de crédito (automático),34.7,296.1,3,Serviços intermediários,No_No
0780-XNZFN,False,Male,False,No,No,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Transferência bancária (automática),20.65,1125.6,1,Serviços básicos,No_No
0781-LKXBR,True,Male,True,No,No,9,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Cheque eletrônico,100.5,918.6,6,Serviço completo,No_No
0784-GTUUK,False,Male,False,Yes,No,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Cartão de crédito (automático),23.75,1446.8,2,Serviços básicos,Yes_No
0784-ZQJZX,False,Male,False,No,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Cartão de crédito (automático),19.9,1529.65,1,Serviços básicos,No_Yes
0786-IVLAW,False,Female,True,No,No,66,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Transferência bancária (automática),108.1,7238.6,7,Serviço completo,No_No
0786-VSSUD,True,Male,True,No,No,16,No,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Cheque enviado,39.0,679.85,4,Serviços intermediários,No_No
0787-LHDYT,False,Male,False,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Cartão de crédito (automático),20.6,330.25,1,Serviços básicos,No_No
0788-DXBFY,False,Male,False,Yes,Yes,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Cheque eletrônico,19.55,1108.8,1,Serviços básicos,Yes_Yes
0793-TWELN,False,Female,False,No,No,4,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Cheque eletrônico,80.15,319.85,4,Serviços intermediários,No_No
0794-YVSGE,False,Male,False,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Transferência bancária (automática),20.3,1401.15,1,Serviços básicos,Yes_Yes
0795-GMVQO,False,Male,False,Yes,No,67,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,No,Cartão de crédito (automático),109.9,7332.4,8,Serviço completo,Yes_No
0795-LAFGP,False,Male,False,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Cheque eletrônico,90.4,6668.05,9,Serviço completo,Yes_Yes
0795-XCCTE,False,Male,True,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Transferência bancária (automática),25.4,1809.35,2,Serviços básicos,No_No
0799-DDIHE,False,Female,False,Yes,Yes,15,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Cheque eletrônico,46.3,639.45,2,Serviços básicos,Yes_Yes
0804-XBFBV,False,Female,False,No,Yes,11,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Cheque eletrônico,25.2,321.05,2,Serviços básicos,No_Yes
0804-YGEQV,False,Female,False,Yes,Yes,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Transferência bancária (automática),24.45,993.15,2,Serviços básicos,Yes_Yes
0807-ZABDG,True,Female,False,No,Yes,3,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Cheque enviado,55.1,154.65,4,Serviços intermediários,No_Yes
0810-BDHAW,False,Female,False,Yes,Yes,24,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,One year,No,Cheque eletrônico,78.4,1832.4,7,Serviço completo,Yes_Yes
0810-DHDBD,False,Female,False,No,No,52,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,One year,No,Cartão de crédito (automático),74.0,3877.65,7,Serviço completo,No_No
0811-GSDTP,False,Female,False,No,Yes,13,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Cheque eletrônico,30.15,382.2,3,Serviços intermediários,No_Yes
0812-WUPTB,True,Male,True,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Cheque enviado,70.85,70.85,2,Serviços básicos,Yes_No
0813-TAXXS,False,Male,False,No,No,55,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Transferência bancária (automática),77.8,4323.35,6,Serviço completo,No_No
